(data_321 "forty" )
(data_322 "hundred" )
(data_323 "thousand" )
(data_324 "million" )
(data_325 "Randi" )
(data_326 "Gauteng" )
(data_327 "Tekwandzisa silulumagama" )
(data_328 "Ngalendlela singakwati kutsi idrama idlalwe ngekhatsi sinye etindzaweni letehlukene esiteji" )
(data_329 "Njalo ntsambama bekentiwa abemnyama emakhethini advonswe avaleke" )
(data_330 "Bafana tinkomo batichuba bacalata lamalanga" )
(data_331 "Themba niyatana yini nalomuntfu lotsi Dorothi yemo mnaka Themba" )
(data_332 "Empheleni Malangwane uletfwe ngimi kulendzawo" )
(data_333 "Umtsetfo sewutawushintja mayelana nemtselo wekutsengisa tinkomo nalokunye" )
(data_334 "Ase sicale ngekubonga umdali asho Mdluli awutsatsa umthantazo" )
