audio/afr_1919_6169348758	There's Fort Churchill, a rifle-shot beyond the ridge, asleep.
audio/afr_2418_3499414767	Klank beweeg deur hout en bakstene.
audio/afr_8148_1845908692	Die kolwer het 93 toetslopies in sy loopbaan aangeteken, teen ’n gemiddeld van 34.12.
audio/afr_7214_4854671880	They die out of spite.
audio/afr_1919_9084826391	Die effek van buiging is duideliker by watergolwe vanweë hul langer golflengtes.
audio/afr_0184_1908355755	Sri Lanka het 261 lopies vir 3 paaltjies aangeteken.
audio/afr_8963_7117101810	He obeyed the pressure of her hand.
audio/afr_8148_3013825629	Melkprodukte soos kaas en jogurt het tipies 'n hoë kalsiuminhoud.
audio/afr_7214_6489484695	Production is doubling and quadrupling upon itself.
audio/afr_8924_9314828903	Illuminating oil was becoming all profit.
audio/afr_1919_8573594356	Munisipaliteite wat ingeskryf het kan ook hul eie vlae en slagspreke aanneem.
audio/afr_8148_6226228730	Onthou dat slegs van die swawelsuur oplossing gebruik word.
audio/afr_7130_0048481146	Golden Arrows en Platinum Stars kom Sondag aand by die Odi Stadium teen mekaar te staan
audio/afr_7214_4655062511	Die temperatuur in Zastron is minus 2 grade Celsius
audio/afr_0184_2238367868	Suid-Afrika het Die Nashua Mobile Cape Cobras vir net 526 lopies uitgeboul by SuperSport Park.
audio/afr_2418_9917292828	Olie maak volgens bespiegeling 'n groot bydrae tot Koeweit se ekonomie.
audio/afr_8148_2949681126	Meer as 'n duisend Koreane is deur hierdie krisis geaffekteer.
audio/afr_8963_2932449776	In die Egiptiese mitologie was Maahes die gevreesde god van oorlog.
audio/afr_6590_3041929482	Om Blapsie se aandag van haar sooibrand af te trek, spot Hardus met haar spiere.
audio/afr_2418_4092494295	What the flaming.
audio/afr_6590_6642117788	Meermale neem Roy Newman sy toevlug tot ds. du Plooy.
audio/afr_8963_8858894232	Voeg die gesmelte botter by die deeg en meng.
audio/afr_6590_4854814544	vyf en twintig, agtien, negentien
audio/afr_7214_7570953384	In die premier-liga, het Bidvest Wits vir SuperSport United met 6 teenoor 9 gewen
audio/afr_8963_7863806423	Die senter Calvin Kadi het die bal ingegooi
audio/afr_8924_3875756886	They obeyed him, and went here and there at his commands.
audio/afr_8148_8047116676	Hy weet dat water by seevlak kook.
audio/afr_0184_2025363968	Two days ago Jeanne learned where her father's men were hiding.
audio/afr_0184_4862007100	Soois Zefman se privaatlewe was minder onstuimig.
audio/afr_1919_9003902793	As voorbeeld bevat 'n monotipiese genus in Kaap Agulhas slegs een spesie.
audio/afr_1919_0847956860	Out of his eighteen hundred, he laid aside sixteen hundred each year.
audio/afr_7214_1379517050	Kyk of jy senuwees kan waarneem.
audio/afr_2418_0172023877	The Warden with a quart of champagne.
audio/afr_0184_3520980143	Die dier is dus baie kwesbaar.
audio/afr_0184_3695134851	In die Engelse premierliga, het Norwich City vir Newcastle United met 3-9 geklop
audio/afr_6590_7481734937	Die temperatuur in Mmabatho is 46 grade Celsius
audio/afr_8963_6449215043	honderd en, duisend en, miljoen en, miljard, biljoen en, triljoen en
audio/afr_1919_4192678512	As bloedvolume afneem, daal bloeddruk ook.
audio/afr_8963_4640907643	Kan jy sien hoe die gloeilampie aangaan?
audio/afr_0184_6262162182	Oorbietjies is soms prooi en word ook deur mense gejag.
audio/afr_8148_4752871112	Jong akkedissies het ook nie 'n blou oogstreep nie.
audio/afr_6590_7097541916	Dit is 21 grade en sonnig in Hermanus
audio/afr_8148_2666058665	Leem is redelik los en vrugbaar.
audio/afr_7214_6608925688	Ry Noord-Wes met Albertyn straat, en draai dan links.
audio/afr_1919_1926585363	Gedurende hierdie era moes Nagmaal, katkisasie en aanneming op sewe afgesonderde plekke gehou word.
audio/afr_1919_5215077685	Die aanvangskolwer, Eddie Leie het 25 lopies aangeteken.
audio/afr_7214_6434823961	Steenkamp se seun wou glo 'n foto hiervan neem.
audio/afr_8148_8748899208	Hulle mag nie aan die streek se politiek deelneem of 'n politieke mening lug nie.
audio/afr_6590_1738485735	In die premier-sokkerliga, het Jomo Cosmos vir Kaizer Chiefs met 8 teenoor 1 geklop
audio/afr_2418_2274522223	For a time the exciting thrill of his adventure was gone.
audio/afr_7130_2263783989	Dit is 0 grade en meestal sonnig in Soweto
audio/afr_6590_5064121357	But Martin smiled a superior smile.
audio/afr_8148_4923979093	agt een agt
audio/afr_2418_8004224518	Hou die oop vlam weg van die ballone.
audio/afr_7130_5509995909	Die Mara-proefplaas is hier naby waar prof. Aggie Buys haar vriende sien toyi-toyi het.
audio/afr_6590_0854880072	One by one the boys were captured.
audio/afr_0184_8886196451	Twee puntladings vorm 'n reghoekige driehoek met die punt by die oorsprong.
audio/afr_2418_9612582094	'n Koeël word uit 'n geweer reguit opwaarts geskiet.
audio/afr_0184_4996916818	Red-Eye never committed a more outrageous deed.
audio/afr_6590_4444558408	Skryf twee goed neer wat jy weet van vuurpyle.
audio/afr_8148_2246803524	Also, there was awe in their faces.
audio/afr_2418_8023918745	Deelname was in daardie eeu nog nie vir alle vroue oop nie.
audio/afr_8924_7345779999	In die Engelse premier sokkerliga het Bournemouth vir Aston Villa met 7 teenoor 8 gewen
audio/afr_2418_7619284445	Nou word die aantal mol natriumnitriet bepaal.
audio/afr_7214_6218875836	Noem vyf toepassings van elektrisiteit in jou skool.
audio/afr_2418_9055194667	Wat maak 'n oplossing so spesiaal?
audio/afr_7214_3487206235	Mpho Matsi is deur Pule Mosia vervang
audio/afr_8963_8694973049	Manchester United het teen Everton in a uitklopstryd geseëvier
audio/afr_6590_7856363160	In ongeveer 1835 het die twee verstrooide leiers mekaar naby Pongola ontmoet.
audio/afr_6590_6173797022	Toe hy in 1949 sy emeritaat aanvaar het, word ds. "Boytjie" Booiman se boeie losgemaak.
audio/afr_1919_0258722277	Tjoklit Tjoppies vir Tjokkers is 'n nuwe resepteboek vir kinders.
audio/afr_8924_0309492933	Crystal Palace het teen West Bromwich Albion in a uitklopstryd geseëvier , die telling was 12-8
audio/afr_2418_6391573748	They were artists, not biologists.
audio/afr_1919_6776683274	All an appearance can know is mirage.
audio/afr_8148_8879834451	Dit is 5 grade Celsius in Machadodorp met ryp
audio/afr_0184_2938928010	Ziyaad Eksteen het 'n waarskuwing van die skeidsregter ontvang
audio/afr_7130_7034872100	Ry Suid-Wes met Hoofstraat.
audio/afr_8148_7764748429	Finlay het dae om die navrae oor die faktuur te doen.
audio/afr_8148_4371003745	Die kolwer het 215 toetslopies in sy loopbaan aangeteken, teen ’n gemiddeld van 30.39.
audio/afr_8924_3818039441	Oor 700 meter, neem die N12 in 'n Westelike rigting.
audio/afr_8963_0387135766	Gaan sy pa met vakansie?
audio/afr_8963_6477707001	Een Sowjet-soldaat in Uzbekistan is noodlottig getref deur vriendelike vuur.
audio/afr_8963_5397111331	As I say, he had tapped the message very rapidly.
audio/afr_1919_4420637108	Jy kan kleur gebruik as jy wil.
audio/afr_1919_3507745274	West Ham United en West Ham United het Vrydag aand gelykop gespeel
audio/afr_8963_8567055735	In die Engelse premierliga, het Sunderland 0-3 teen Arsenal geseëvier
audio/afr_0184_3707939966	Bob, growing disgusted, turned back suddenly and attempted to pass Mab.
audio/afr_0184_4358028151	Hulle woon in oop boomveld of bosveld en kleintjies maak tjirp-geluidjies.
audio/afr_0184_6793250879	Lindokuhle Nkambule het die bal vorentoe gedryf
audio/afr_8924_3647948282	The date was nearly eighteen years old.
audio/afr_8924_2302659750	Sy maak groot skuld en kan nie haar rekeninge afbetaal nie.
audio/afr_8148_2130639570	Die kolwer het 310 toetslopies in sy loopbaan aangeteken, teen ’n gemiddeld van 90.21.
audio/afr_7214_4623422778	Sterre is warm gasballe wat lig en hitte afgee.
audio/afr_8924_0288668740	Die jongste beskikbare telling is 717 lopies vir 3 paaltjies.
audio/afr_7130_2024941838	Dit is 1 grade Celsius in Umlazi
audio/afr_8148_2550814982	He looked at the handkerchief more, closely.
audio/afr_8148_0000189745	Niemand kon raai waar Gordon ná sy huwelik gaan woon het nie.
audio/afr_1919_5025644652	Tabraiz Shamsi het 225 lopies van 60 balle aangeteken.
audio/afr_2418_4328299560	Die taai rooi alge kom voor in riwwe of seegrasbeddings.
audio/afr_8963_4400874019	Sulke terapie moet na afloop van die operasie volgehou word.
audio/afr_8148_2470996377	Die vleuel Ovidy Karuru het die bal ingegooi
audio/afr_2418_8636058336	Vierhoek met sye en is gegee.
audio/afr_8148_3338981165	Navorsers verklaar dat hy van Egiptiese oorsprong was.
audio/afr_0184_6070849541	Die opdrag kom vanaf die departementshoof, mnr. Charles Newman.
audio/afr_2418_5920838199	Oppressive as the heat had been, it was now even more oppressive.
audio/afr_7130_2061240313	And you always want to see it in the superlative degree.
audio/afr_1919_1595020469	vyf, elf, drie en dertig
audio/afr_2418_8394069679	For the rest, he was a mere automaton.
audio/afr_7214_8704011774	Dit is 23 grade Celsius in Dealesville met koue toestande
audio/afr_2418_2713666709	Die kaptien, onderkaptien en afrigter bepaal die veldwerkposisies.
audio/afr_8963_9646712998	Die eenvoud van die oplossing maak dit ruimtedoeltreffend en baie goedkoop om self te vervaardig.
audio/afr_8963_9539631066	Daar word verduidelik dat baie vaste uitdrukkings dan ook toutologieë is.
audio/afr_0184_5456371466	Dit is 1 grade Celsius in Cambria met haelstorms
audio/afr_6590_2389170851	In Augustus 1990 was hy terug by sy ou laerskool.
audio/afr_8148_2458460943	nul, sewe, drie en dertig
audio/afr_7130_4992837320	Die muis eet ook plantprodukte, soos sade en neute.
audio/afr_1919_8468424464	Was it the rendezvous of those who were striving to work his ruin.
audio/afr_0184_9533020277	Jy sal meer omtrent hierdie maantuig uitvind wanneer jy navorsing daaroor doen vir jou tegnologieprojek.
audio/afr_8148_8886229874	O'Brien had been a clean living young man with ideals.
audio/afr_8148_6695752054	In spite of their absurdity the words affected Philip curiously.
audio/afr_2418_6550370103	vyf nege drie
audio/afr_8924_0116363468	Toe hy in 1949 sy emeritaat aanvaar het, word ds. "Boytjie" Booiman se boeie losgemaak.
audio/afr_8924_4652773773	Kan jy uitwerk hoe om dit te doen?
audio/afr_6590_8238698265	ses twee vier
audio/afr_2418_7396620039	honderd, duisend, miljoen, miljard, biljoen, triljoen
audio/afr_6590_5583988199	Frankryk voer minder paddaboudjies as Spanje en Thailand in.
audio/afr_7214_5445510330	Dit is 5 grade Celsius in Chuniespoort met ryp
audio/afr_8148_6356880844	nege, agt, ses
audio/afr_1919_4115761995	Aan die binnekant kon hulle 'n duim roes afpeul.
audio/afr_1919_6633043104	This is my fifth voyage.
audio/afr_8924_0387218610	Jong akkedissies het ook nie 'n blou oogstreep nie.
audio/afr_7130_7147730263	Hy het 'n vinnige draai na links gegooi en deur die tonnel verdwyn.
audio/afr_0184_9845438708	Dit is 18 grade Celsius in Victoria West met swaar wind
audio/afr_0184_4213743937	Verhoef het vir 'n dekade nog talle publikasies laat verskyn.
audio/afr_0184_4910561251	'n Groot plooibare kweekhuis met saailinge is in 1998 opgerig.
audio/afr_8924_7324288227	Die N9 nasionale pad loop deur die park, wat besigtiging van wild moontlik maak.
audio/afr_6590_2463754271	.LU is nogtans die prettige Internet topvlakdomein vir die land Luxemburg.
audio/afr_8148_9207699597	In 'n haloalkaan reaksie reageer 'n alkaan en 'n halogeen.
audio/afr_8924_6344459940	As ons die ysblokkies op 'n warm plek plaas, smelt hulle.
audio/afr_1919_8729465305	I saw it when she rolled.
audio/afr_1919_1878264296	Soois Zefman se privaatlewe was minder onstuimig.
audio/afr_1919_3020415625	Sy was mooitjies 19 jaar ouer as hy toe hulle in Zeekoeivlei getroud is.
audio/afr_8963_7112567599	drie, agt, een en twintig
audio/afr_7214_5950333469	nul, drie, een en sestig
audio/afr_7214_9753075581	Platinum Stars het teen Jomo Cosmos in 'n uitklopstryd verloor
audio/afr_8963_9683396787	Maak 'n vuurpyl van 'n vuurhoutjie.
audio/afr_8963_9740154183	Sal jy eet?
audio/afr_6590_1665240939	Verduidelik hoe 'n amfibieër sy liggaam warm hou.
audio/afr_0184_5491030116	Maak die houer vol yskoue water.
audio/afr_8148_9197798431	In George loop hulle rofweg van oos na wes.
audio/afr_7130_6667493651	As gevolg van sy vlambaarheid word swael ook algemeen gebruik in vuurhoutjies en vuurwerke.
audio/afr_8963_0283924975	Who the devil gave it to you to be judge and jury.
audio/afr_6590_7582022139	Unconsciously, our yells and exclamations yielded to this rhythm.
audio/afr_7214_8304100826	In Augustus 1990 was hy terug by sy ou laerskool.
audio/afr_8148_3677555140	Jou grafiek moet 'n reguitlyn wees.
audio/afr_7214_8870034365	Dus het'n atoom met 'n neutrale lading ewe veel protone en elektrone.
audio/afr_8963_4232176954	Ryp of sneeu kom sowat 46 dae per jaar voor.
audio/afr_1919_3009140000	Pasiënte wat aan hierdie siekte ly benodig dan gereeld eksogene insulien om te oorleef.
audio/afr_6590_8683109865	Rotse hou nie vir ewig nie!
audio/afr_8963_0041068657	Calvin Savage was onoorwonne met 877 lopies van 66 balle.
audio/afr_7214_6376012362	Soutsuur: Dra toe skoene, 'n veiligheidsbril, 'n laboratoriumjas en handskoene.
audio/afr_0184_5670511024	There is that magnificent Bob, eating his head off in the stable.
audio/afr_6590_8041420388	Ek is dol oor 'n uitdaging!
audio/afr_8148_5556599840	In die FIFA-wêreldbeker, het Chelsea vir Liverpool met 2 teenoor 4 gewen
audio/afr_6590_0512709289	Hoeveel gaan hierdie tweede oproep hom kos?
audio/afr_8963_7067445251	Dit handel oor voorvoegsels en agtervoegsels.
audio/afr_8963_8222276979	Die basis van elke reghoek word gedefinieer deur sy omvang.
audio/afr_7214_9998483568	Ryp of sneeu kom sowat 46 dae per jaar voor.
audio/afr_1919_7956430832	Een spesie spreeu en een spesie meeu moet nog beskryf word.
audio/afr_2418_5432856049	Die suur smaak kom vanaf fumaarsuur.
audio/afr_7130_7342767066	drie vier een
audio/afr_8963_5363198787	Waarom dink jy moes jy die glasstaaf of teelepel tussen elke toets afspoel?
audio/afr_0184_7423634829	Thami Tsolekile het 56 lopies van 14 balle aangeteken.
audio/afr_6590_1757596821	Jy hoor 'n klank met 'n hoër toonhoogte.
audio/afr_2418_9371198286	Hy sou die skool vir 17 jaar bestuur voor mnr. Pretorius sy bedanking ingedien het.
audio/afr_8148_8136990649	'n Skoot klap, sirenes loei, en een van die twee lê dood.
audio/afr_8148_9872221551	Dit is 1 grade Celsius in Groblersdal met sneeu
audio/afr_0184_9158304830	Daar sal 1 kragmetings tussen Pakistan en Nederland wees.
audio/afr_8963_3973531684	Dit is 1 grade Celsius in Gravelotte, Limpopo met koue nat toestande
audio/afr_8963_7442709215	I don't know why you're here at all.
audio/afr_8963_4159863618	In 2012 is hy saam met dr. James "Jelly" Jordan Rooisee toe vir navorsing oor die zebravis.
audio/afr_8963_0169989869	Wat gebeur met die volume soos die druk afneem?
audio/afr_1919_7263309900	The weeks had gone by, and no overt acts had been attempted.
audio/afr_8963_9785424773	Aan die binnekant kon hulle 'n duim roes afpeul.
audio/afr_1919_9561194632	To her the bridge was tambo, which is the native for taboo.
audio/afr_6590_5361503334	But life's worth more than cash, she argued.
audio/afr_1919_1485407039	Kom ons vind uit hoe 'n duikpak werk.
audio/afr_7130_7580405336	Die Nashua Mobile Cape Cobras het 87 vir 8 aangeteken.
audio/afr_7130_0746663750	Morné Morkel het 782 lopies van 56 balle aangeteken.
audio/afr_8148_4032270076	Die temperatuur in Boshof is 1 grade Celsius
audio/afr_0184_6105438799	Sy was mooitjies 19 jaar ouer as hy toe hulle in Zeekoeivlei getroud is.
audio/afr_1919_9021259026	Wes-Indiese Eilande het 'n eerste beurt voorsprong van 30 lopies.
audio/afr_1919_2701961337	He came first a year ago, and revealed himself to Jeanne.
audio/afr_8963_0121131758	twee vier nege
audio/afr_1919_2576312512	He had forgotten to build a fire and thaw out.
audio/afr_8924_1393286604	Tokelo Rantie is deur Bevan Fransman vervang
audio/afr_7214_6578582744	Lizaad Williams was onoorwonne met 87 lopies van 98 balle.
audio/afr_8924_3789885958	It is also an insidious, deceitful sun.
audio/afr_7130_1596692103	Wat noem ons die vyf groepe?
audio/afr_1919_4938164322	Teen 2009 is sukses behaal en reeds meer as 50,5 miljoen kopieë wêreldwyd verkoop.
audio/afr_0184_0335869294	Drink jy, byvoorbeeld, suiker in jou tee?
audio/afr_6590_0223318965	Die fraai mooi meisies is in daardie eeu baie eenvoudig grootgemaak.
audio/afr_1919_4112751522	Tom Spink has a harpoon.
audio/afr_7130_0544535116	Na twee minute is litium verbruik.
audio/afr_8924_3101408704	Bangladesj was tot 14 lopies beperk met 98 ekstras
audio/afr_8924_9578201210	Probeer om dit selfs nog meer op te blaas.
audio/afr_8148_9638706868	honderd en, duisend en, miljoen en, miljard, biljoen en, triljoen en
audio/afr_6590_7549657527	Norwich City en Norwich City het Maandag middag gelykop gespeel
audio/afr_8148_3440633395	Dit is 44 grade Celsius in Vivo met koue toestande
audio/afr_8148_4397490970	This tacit promise of continued acquaintance gave Saxon a little joy-thrill.
audio/afr_8148_6472825818	Nechbet is daarvolgens uitgebeeld as 'n ouwêreldse aasvoël.
audio/afr_7130_2273382855	Die voorspeler Giulio Giurich het 7 aangee uitgevoer
audio/afr_7214_3137100073	Hul tweede en derde kinders was ook seuns, Theodosius en Leopold.
audio/afr_8924_5746352842	Dit is 5 grade Celsius in Ahrens
audio/afr_8924_9429937272	Ook hier kan morfeme sogenaamd "vry" of "gebonde" wees.
audio/afr_7130_0190124827	Toe hy in 1949 sy emeritaat aanvaar het, word ds. "Boytjie" Booiman se boeie losgemaak.
audio/afr_7214_0271866839	In die Engelse premier sokkerliga het Tottenham Hotspur 7-0 teen Leicester City gewen
audio/afr_7130_7825944980	Morne van Wyk het 3 geneem vir 359 lopies.
audio/afr_8924_8734291317	Wanneer 'n pypbom ontplof sal die metaal klein stukkies skrapnel vorm wat deur die lug skiet.
audio/afr_8924_6022183205	Die geoloë bepaal mooi hoe die lawa vloei en die gesteentes groei.
audio/afr_8963_1721333081	Konveksie koel ook die huis af.
audio/afr_6590_5001408877	Jy moet dit eers potensiële energie gee.
audio/afr_7214_7720714158	So unexpected was my charge that I knocked him off his feet.
audio/afr_7214_4441678535	Wanneer sy voorstede ingesluit word, tel Kiëf vier miljoen inwoners.
audio/afr_2418_5930422657	By golly, the boy wins.
audio/afr_7130_5470102974	Laat los die vuurpyl en neem waar hoe die vuurpyl voorwaarts beweeg.
audio/afr_8924_0136475178	Een spesie spreeu en een spesie meeu moet nog beskryf word.
audio/afr_8963_9852158173	Slawiese gode is selfs deur gerespekteerde lede geskep om groeiende gapings te vul.
audio/afr_6590_6956359992	David White se syfers was 2 vir 37 , van 16 boulbeurte, met 7 leë boulbeurte, 9 foutballe en 3 wydlopers.
audio/afr_6590_8827816249	honderd en, duisend en, miljoen en, miljard, biljoen en, triljoen en
audio/afr_8148_3665274153	Simon Harmer het 8 geneem vir 56 lopies.
audio/afr_6590_3185166849	Die temperatuur in Victoria West is 19 grade Celsius
audio/afr_8924_5563504054	I should like to engage just for one whole life in that.
audio/afr_7214_4169448488	Die taai rooi alge kom voor in riwwe of seegrasbeddings.
audio/afr_6590_3395538493	Vir elke een mol oksaalsuur is daar twee mol natriumhidroksied.
audio/afr_1919_3042675998	Both Johnny and his mother shuffled their feet as they walked.
audio/afr_2418_5925132111	By baie hoë temperature sal proteïene denatureer.
audio/afr_8963_6343053655	Daarmee is promosie verkry na die bekende Bundesliga.
audio/afr_7130_7698212384	Is lug vasgevang toe dit gevorm het?
audio/afr_6590_6455498907	Daar sal meer as een minimum wees.
audio/afr_0184_0772083687	Sy was gewoonlik bekend as 'n berg-, weer- of vrugbaarheidsgodin.
audio/afr_7130_3699614887	'n Italiaanse regatta gaan gewoonlik gepaard met sosiale-, politieke- en bemarkingsaktiwiteite.
audio/afr_8924_4597538405	Not at this particular case, Tom, apologized Whittemore.
audio/afr_6590_8834821798	Met ander woorde is een atmosfeer druk gelykstaande aan die lugdruk by seevlak.
audio/afr_8924_8294527646	'n Voorbeeld van die effek van eutrofikasie.
audio/afr_1919_1105113276	Die laagste piek van die reeks bereik 2157m bo seevlak.
audio/afr_7214_0620607812	He had been foiled in his attempt to escape.
audio/afr_0184_5580381454	een en sewentig, vier, een en sestig
audio/afr_7130_2845046070	triljoen, biljoen, miljard, miljoen, duisend, honderd
audio/afr_8148_1305964088	Word die wedstryd gespeel?
audio/afr_0184_3076660448	The Eldorado emptied its occupants into the street to see the test.
audio/afr_0184_5798609825	Two gigantic owls were tearing at the carcass.
audio/afr_8924_4474803466	Sy sweet van al die hardloop!
audio/afr_2418_2605442142	Dit is minus 1 grade Celsius in Kaapmuiden
audio/afr_6590_0464972602	Al Coldplay se musiek het gemiddelde kommersiële sukses in Suid-Afrika behaal.
audio/afr_8924_1318275369	Die kolwer het 448 toetslopies in sy loopbaan aangeteken, teen ’n gemiddeld van 74.73.
audio/afr_8924_3926283437	Oor 300 meter, neem die N3 na Durban.
audio/afr_1919_8161003920	Hulle woon in oop boomveld of bosveld en kleintjies maak tjirp-geluidjies.
audio/afr_0184_8086659432	'n Reduseermiddel veroorsaak reduksie en word self geoksideer.
audio/afr_8924_9249578475	Die kolwer het 686 toetslopies in sy loopbaan aangeteken, teen ’n gemiddeld van 35.51.
audio/afr_8148_2665516377	Het die span goed gedoen?
audio/afr_7130_9594710779	Haar doelwit is om te hê na jaar.
audio/afr_6590_4589791370	Philip bent lower, and stared into the face of the dead man.
audio/afr_7130_6638767841	So we have to fit the boat throughout with oil lamps as well.
audio/afr_8963_4700385693	And the air was growing chilly.
audio/afr_2418_3122721434	Sy ondergaan akademiese opleiding en beoefen 'n loopbaan as geoktroieerde rekenmeester.
audio/afr_7130_9461613459	They closed now until his fingers were like cords of steel.
audio/afr_6590_4913286153	een drie nege
audio/afr_7130_5865648253	Dit is 34 grade Celsius in Bela-Bela met sneeu
audio/afr_8963_2952359863	Mercedes screamed, cried, laughed, and manifested the chaotic abandonment of hysteria.
audio/afr_8924_5859555853	Dane Paterson het 4 geneem vir 131 lopies.
audio/afr_0184_1791753153	They are big trees and require plenty of room.
audio/afr_7214_5527962033	Maak lae neuriegeluide en hoër neuriegeluide.
audio/afr_8148_7013359025	Voorspel of jy dink die temperatuur op Venus se oppervlak sal hoog of laag wees.
audio/afr_6590_7758869270	Haar proeftydperk in die oorlog maak sy deur onder eerw. Vermeulen.
audio/afr_7130_3259820037	Reitz het met die teleskoop na die gasringe om Neptunus begin soek.
audio/afr_0184_8929222101	As gevolg hiervan is baie fynbosspesies bedreig.
audio/afr_6590_5417457629	In 1758 sluit sy as generaal by die vyand se weermag aan.
audio/afr_1919_7444006591	Hy werk nou saam met generaal Tjaart Geldenhuys van die Rooi Leeus.
audio/afr_0184_1013159514	The river bared its bosom, and snorting steamboats challenged the wilderness.
audio/afr_0184_6106144979	Thus was momentum gained in the Younger World.
audio/afr_8963_8755008297	Trek 'n lyngrafiek om jou resultate te illustreer.
audio/afr_8924_1753498180	Hy het in 1833 verneem dat die dominee die kerk verlaat het.
audio/afr_1919_9215741628	I'm playing a single hand in what looks like a losing game.
audio/afr_8924_4669490551	Die meervoud van ovum is ova.
audio/afr_7214_7714775838	Hou die ballon 'n klein entjie van jou hare of stukkies papier af weg.
audio/afr_8924_3523642657	Their forces were already moving into the north country.
audio/afr_2418_5125424595	In daardie era was die werksdag twaalf tot sestien uur lank.
audio/afr_6590_6034870525	Gordon Sprigg stel na heroorweging 'n omstrede nuwe kabinet saam.
audio/afr_0184_5401055122	But it contributed to the smash.
audio/afr_8924_7412865882	Koring was voorheen ook daar verkoop.
audio/afr_7130_7354286585	Dit is 3 grade Celsius in Churchaven met sneeu
audio/afr_7130_1347540276	In die UEFA kampioenskap, het Southampton vir West Bromwich Albion met 4 teenoor 8 geklop
audio/afr_6590_8483126900	Toe Maggie twaalf jaar oud was, was daar 'n masel-epidemie in Gordonsbaai.
audio/afr_0184_3623169960	Gom dus twee deksels aanmekaar vas.
audio/afr_1919_4916074478	Hoeveel ml sop het hy gemaak?
audio/afr_0184_6772941485	So cheer up, and give us your paw.
audio/afr_8963_5752086720	Neem die N17 in 'n Oostelike rigting.
audio/afr_7130_7681885105	Hy werk nou saam met generaal Tjaart Geldenhuys van die Rooi Leeus.
audio/afr_6590_8145540101	That's the sub-foreman, explained Thorpe.
audio/afr_8963_2270220656	Gregorius het die terugkeer weens sy verswakkende toestand nie lank oorleef nie.
audio/afr_8963_2952817899	Moderne elektriesaangedrewe voertuie en hibriedmotors se remme word tans ondersoek.
audio/afr_8148_4748179909	Their love burned with increasing brightness.
audio/afr_0184_7994899649	Toe hy in 1949 sy emeritaat aanvaar het, word ds. "Boytjie" Booiman se boeie losgemaak.
audio/afr_8924_1149494141	Tjoklit Tjoppies vir Tjokkers is 'n nuwe resepteboek vir kinders.
audio/afr_8963_1386490630	Nou het jy jou komeet en ioonstert gemaak.
audio/afr_7214_0557991604	Jou formule sal steeds reg wees.
audio/afr_8963_6285541666	Maria en Anastasia is egter nog te jonk om hul suster te volg.
audio/afr_2418_4252834637	Dit is 4 grade Celsius in Fraserburg
audio/afr_1919_6762959648	He would destroy all things that are fixed.
audio/afr_6590_0297914226	Coligny het beweer dat hy ook vroeg reeds dié roeping gekry het.
audio/afr_0184_0108620438	Gladys kry Gary by die kluisenaar en word toe baie kwaad.
audio/afr_8148_4128124118	Die oorspronklike kerk huisves vandag 'n bank.
audio/afr_8963_0698224258	Meerlagige epiteel verwys na twee of meer lae selle.
audio/afr_2418_5502109216	The big-eyed, clucking moose-birds were most annoying.
audio/afr_8924_1366944075	Die N2- nasionale pad zoem langs die dorpie genaamd Ghoeries verby.
audio/afr_0184_8711071607	As for himself, weren't the street railway earnings increasing steadily.
audio/afr_7214_9611057672	triljoen en, miljard, biljoen en, miljoen en, duisend en, honderd en
audio/afr_7130_5763881817	Omgewingsopvoeding en samewerking deur lede is belangrik om hierdie probleem te probeer aanpak.
audio/afr_8148_8445314165	Moet jy hom toelaat om dit te doen?
audio/afr_8963_5534385120	Hulle woon in oop boomveld of bosveld en kleintjies maak tjirp-geluidjies.
audio/afr_2418_1637940686	What if she did not come to the rock.
audio/afr_8963_8155396629	Ons gaan na die hooftipes voorbeelde kyk wat jy moet bestudeer.
audio/afr_6590_4833426694	I'll be out of my head in fifteen minutes.
audio/afr_2418_3747611867	'n Magneet het twee pole, 'n noordpool en 'n suidpool.
audio/afr_7214_6742112175	Vra 'n vraag waarvoor jy 'n antwoord soek.
audio/afr_7214_6491191299	Engeland het Zimbabwe vir net 270 lopies uitgeboul by Sahara Newlands.
audio/afr_8148_0400143341	M.G. Mynhardt bevestig die bestaan van sulke goiingsakke vier jaar later aan ds. Xander van Rooy.
audio/afr_8148_3596722742	Hulle bikonkawe vorm maak hulle buigsaam sodat hulle deur nou kapillêre buisies kan druk.
audio/afr_6590_9495557637	Nuwe reëls bepaal dat elke losie gewaarborg moet wees deur 'n grootlosie.
audio/afr_8924_4143286197	Kom ons gebruik die tegnologiese proses om 'n paar voëls in jou gebied te help!
audio/afr_8963_2693822661	The eastern heavens were equally spectacular.
audio/afr_8924_3074890066	Dit beslaan 'n maksimum breedte van 130 km.
audio/afr_7214_3347996882	Op Rio word sy habitat deesdae beperk tot die digte oerwoud.
audio/afr_7214_5795960094	Daar is melding gemaak van 'n ou inhoudsmaat vir droë ware.
audio/afr_6590_8761213479	This one hope was destroyed as quickly as it was born.
audio/afr_1919_1749099782	In Augustus 1990 was hy terug by sy ou laerskool.
audio/afr_7214_0457018479	Die hoofoorsaak, die fosfaatprobleem, is uiteindelik aan almal verklaar.
audio/afr_8148_4292034992	Dit is 25 grade met 'n sterk wind in Durban
audio/afr_6590_9024887661	Reeds voor die oorlog doen duimgooiers weg met die gebruik.
audio/afr_8963_9303159039	Give them their choice between a fine or an official whipping.
